epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,137.487,1.19877,0.7708,1.81018,1,0.92395,0.98869,0.71197,1.16998,0.77247,1.9651,0.00868,0.00868,0.00868
22,143.93,1.21185,0.7777,1.87288,0.94488,0.95652,0.98873,0.68666,1.11795,0.67874,2.02057,0.008614,0.008614,0.008614
23,150.371,1.17349,0.74177,1.75762,0.94294,0.93478,0.98717,0.67989,1.16624,0.8003,1.98249,0.008548,0.008548,0.008548
24,156.803,1.19402,0.75219,1.7834,0.9919,0.8913,0.96796,0.60395,1.24071,0.97078,2.09635,0.008482,0.008482,0.008482
25,163.187,1.17276,0.71392,1.77232,0.97765,0.95652,0.98773,0.71006,1.11432,0.63651,1.81457,0.008416,0.008416,0.008416
26,169.606,1.15565,0.75691,1.76093,0.91642,0.95352,0.98283,0.65591,1.10174,0.68558,2.09209,0.00835,0.00835,0.00835
27,176.076,1.17282,0.72649,1.77598,0.96394,0.97826,0.97735,0.70136,1.04354,0.69178,1.97626,0.008284,0.008284,0.008284
28,182.534,1.15532,0.74305,1.84106,0.95783,1,0.995,0.69088,1.0678,0.73774,1.90433,0.008218,0.008218,0.008218
29,188.969,1.16864,0.77041,1.71514,0.92867,0.95652,0.97612,0.64891,1.1323,0.70791,2.03064,0.008152,0.008152,0.008152
30,196.007,1.14502,0.70807,1.76371,0.99569,0.95652,0.99297,0.65431,1.28372,0.67652,2.32508,0.008086,0.008086,0.008086
31,203.009,1.14609,0.7181,1.69469,0.9946,0.91304,0.98899,0.72099,1.027,0.62254,1.76605,0.00802,0.00802,0.00802
32,209.686,1.15935,0.72791,1.75139,0.95761,0.98238,0.9933,0.7128,1.0204,0.63564,1.95886,0.007954,0.007954,0.007954
33,216.35,1.1227,0.71799,1.73773,0.97751,0.94517,0.991,0.69567,1.04343,0.64618,1.8971,0.007888,0.007888,0.007888
34,222.995,1.12789,0.71762,1.77128,0.95601,0.94495,0.98794,0.67047,1.10263,0.76081,2.04311,0.007822,0.007822,0.007822
35,230.168,1.14918,0.71566,1.77732,1,0.92877,0.98776,0.7268,1.05113,0.60657,2.00374,0.007756,0.007756,0.007756
36,237.292,1.08339,0.69434,1.70417,0.94907,0.95652,0.98599,0.70697,1.07205,0.66327,2.0525,0.00769,0.00769,0.00769
37,244.413,1.11535,0.70593,1.79239,0.93163,0.95652,0.97892,0.69138,1.06186,0.67882,1.85779,0.007624,0.007624,0.007624
38,251.06,1.11026,0.7044,1.71602,0.93747,0.97784,0.99001,0.73634,1.04757,0.59141,1.84755,0.007558,0.007558,0.007558
39,257.689,1.10699,0.69189,1.69293,0.97806,0.96936,0.98194,0.69555,1.08133,0.68036,1.88783,0.007492,0.007492,0.007492
40,264.281,1.14428,0.71552,1.75702,0.96743,0.97826,0.98794,0.69968,1.11147,0.68998,1.92852,0.007426,0.007426,0.007426
41,270.934,1.12745,0.71825,1.76759,0.96865,0.91304,0.98311,0.67508,1.1293,0.70414,2.25378,0.00736,0.00736,0.00736
42,277.634,1.11479,0.70305,1.75317,0.9999,0.95652,0.98049,0.73694,0.98341,0.72577,1.9707,0.007294,0.007294,0.007294
43,284.394,1.08678,0.6895,1.75167,0.98072,0.93478,0.98414,0.70784,1.04032,0.65659,1.93216,0.007228,0.007228,0.007228
44,290.936,1.09297,0.70086,1.71694,0.97773,0.95463,0.98752,0.71074,1.04466,0.64273,1.92285,0.007162,0.007162,0.007162
45,297.391,1.10979,0.70878,1.67988,0.97077,0.93478,0.98866,0.71984,1.03591,0.64581,1.87679,0.007096,0.007096,0.007096
46,303.888,1.09698,0.70866,1.77893,0.95208,0.93478,0.98553,0.71186,1.02445,0.65231,1.89897,0.00703,0.00703,0.00703
47,310.386,1.07857,0.70156,1.7546,1,0.95046,0.98781,0.72233,1.05707,0.6357,2.08945,0.006964,0.006964,0.006964
48,316.882,1.036,0.64385,1.64929,0.91873,0.97826,0.98379,0.71744,1.01119,0.62429,1.80413,0.006898,0.006898,0.006898
49,323.448,1.04276,0.65778,1.66536,0.91997,0.97826,0.98841,0.70591,1.0418,0.55892,1.86225,0.006832,0.006832,0.006832
50,329.964,1.074,0.65237,1.686,0.97469,0.93478,0.98369,0.68484,1.07819,0.61759,1.91596,0.006766,0.006766,0.006766
51,336.561,1.04531,0.66552,1.68653,0.97756,0.97826,0.99236,0.70788,1.07229,0.59346,1.8002,0.0067,0.0067,0.0067
52,343.116,1.05583,0.66446,1.6718,1,0.92731,0.99013,0.72394,1.02602,0.58027,1.82366,0.006634,0.006634,0.006634
53,349.709,1.07163,0.66087,1.67273,0.95446,1,0.99289,0.68309,1.11991,0.60892,1.71663,0.006568,0.006568,0.006568
54,356.177,1.05254,0.65457,1.6845,0.97747,0.94314,0.98928,0.71826,1.04037,0.65126,1.94101,0.006502,0.006502,0.006502
55,362.727,1.06675,0.65993,1.67008,0.95814,0.93478,0.99099,0.73534,0.97653,0.63204,1.94984,0.006436,0.006436,0.006436
56,369.287,1.08002,0.66016,1.71574,0.9697,0.95652,0.97617,0.68317,1.07919,0.94505,1.86739,0.00637,0.00637,0.00637
57,375.802,1.06885,0.6583,1.66791,0.99534,0.93478,0.991,0.71896,0.97246,0.58688,1.80285,0.006304,0.006304,0.006304
58,382.294,1.05553,0.65782,1.66269,0.99294,0.95652,0.98961,0.72655,0.99311,0.59098,1.95272,0.006238,0.006238,0.006238
59,388.863,1.10212,0.67109,1.71646,0.97777,0.95631,0.98738,0.70139,1.00725,0.63407,1.98263,0.006172,0.006172,0.006172
60,395.406,1.03906,0.66438,1.6995,0.91395,0.97826,0.98771,0.72844,0.97382,0.58768,1.83277,0.006106,0.006106,0.006106
61,401.904,1.03256,0.64967,1.65076,0.97813,0.97222,0.99334,0.71692,1.04682,0.64787,1.94863,0.00604,0.00604,0.00604
62,408.519,1.04698,0.65241,1.67951,0.96487,0.95652,0.99052,0.71037,1.01285,0.59638,1.94067,0.005974,0.005974,0.005974
63,415.16,0.99347,0.62866,1.64144,0.93869,0.99861,0.99044,0.76196,0.95133,0.53343,1.80085,0.005908,0.005908,0.005908
64,421.833,1.04422,0.62211,1.71794,0.97089,1,0.99287,0.7325,1.01994,0.56064,1.85113,0.005842,0.005842,0.005842
65,428.386,1.03348,0.61836,1.66869,0.89971,0.97521,0.98542,0.75634,0.91849,0.58964,1.73718,0.005776,0.005776,0.005776
66,434.982,1.00369,0.60761,1.69592,0.97431,0.93478,0.98546,0.74622,1.0071,0.60821,1.81697,0.00571,0.00571,0.00571
67,441.46,1.00882,0.60675,1.62261,1,0.9529,0.99219,0.76291,0.92021,0.49473,1.85044,0.005644,0.005644,0.005644
68,447.975,0.9951,0.60111,1.67989,1,0.93378,0.99024,0.73215,1.02502,0.57278,1.94163,0.005578,0.005578,0.005578
69,454.48,1.02793,0.60681,1.64653,0.94945,0.95652,0.99006,0.73168,1.02726,0.61694,1.77173,0.005512,0.005512,0.005512
70,461.027,1.01258,0.62229,1.70928,0.94789,0.97826,0.99204,0.73941,0.99755,0.56122,1.91921,0.005446,0.005446,0.005446
71,467.599,0.98814,0.58909,1.65313,1,0.94768,0.99255,0.70653,1.03621,0.54046,1.82501,0.00538,0.00538,0.00538
72,474.194,0.98627,0.60459,1.61904,0.9483,0.93478,0.98591,0.72235,1.03183,0.62636,1.91853,0.005314,0.005314,0.005314
73,480.729,0.96853,0.60217,1.61874,0.98396,0.86957,0.97823,0.74589,0.95889,0.65777,1.90979,0.005248,0.005248,0.005248
74,487.251,0.99079,0.61397,1.59233,1,0.93268,0.98911,0.74035,1.00719,0.59449,2.01762,0.005182,0.005182,0.005182
75,493.79,0.95803,0.59595,1.58796,0.91926,0.99017,0.99085,0.76899,0.91954,0.53825,1.79033,0.005116,0.005116,0.005116
76,500.406,0.96514,0.59536,1.61676,0.9803,0.95652,0.98943,0.73529,0.98883,0.56342,1.77161,0.00505,0.00505,0.00505
77,507.087,0.97355,0.60274,1.6347,0.9782,0.97573,0.99334,0.75004,0.98152,0.49851,1.79955,0.004984,0.004984,0.004984
78,513.679,0.93372,0.58138,1.56121,1,0.91098,0.98401,0.72793,0.99734,0.59374,1.90948,0.004918,0.004918,0.004918
79,520.199,0.97658,0.58466,1.5802,0.95995,0.95652,0.99122,0.77501,0.97018,0.52632,1.88444,0.004852,0.004852,0.004852
80,526.707,0.93143,0.55349,1.56801,0.99405,0.93478,0.99019,0.72721,0.95925,0.55132,1.77293,0.004786,0.004786,0.004786
81,533.381,0.95775,0.59062,1.56185,0.96392,0.95652,0.98856,0.7123,0.96837,0.55837,1.87367,0.00472,0.00472,0.00472
82,539.94,0.90915,0.56773,1.52701,0.97344,0.93478,0.98734,0.76367,0.99268,0.5646,1.8653,0.004654,0.004654,0.004654
83,546.521,0.96689,0.58728,1.65948,0.97826,0.97811,0.98522,0.74923,0.97815,0.56643,1.82491,0.004588,0.004588,0.004588
84,553.111,0.93599,0.56422,1.56316,0.96164,1,0.99372,0.72099,1.03442,0.51284,1.85288,0.004522,0.004522,0.004522
85,559.648,0.96325,0.59363,1.57302,0.99727,0.97826,0.9934,0.77134,0.96075,0.526,1.88937,0.004456,0.004456,0.004456
86,566.204,0.95341,0.57554,1.58871,0.97736,0.97826,0.99373,0.73646,1.01822,0.53354,1.84584,0.00439,0.00439,0.00439
87,572.729,0.93386,0.56231,1.58301,0.97866,0.99698,0.99457,0.72951,0.94327,0.50967,1.82322,0.004324,0.004324,0.004324
88,579.371,0.90858,0.55411,1.5856,0.93666,0.9645,0.98808,0.761,0.91238,0.5269,1.77035,0.004258,0.004258,0.004258
89,585.964,0.90225,0.54293,1.55361,0.95632,0.95208,0.9878,0.71403,0.99855,0.61087,1.96583,0.004192,0.004192,0.004192
90,592.538,0.91487,0.54506,1.53839,0.95645,0.95489,0.98891,0.73819,0.96921,0.53879,1.98249,0.004126,0.004126,0.004126
91,599.066,0.93996,0.55349,1.5765,0.97773,0.95439,0.99174,0.75975,0.91394,0.56751,1.75054,0.00406,0.00406,0.00406
92,605.666,0.9024,0.53674,1.48413,1,0.95412,0.99226,0.74001,0.96621,0.5074,1.84419,0.003994,0.003994,0.003994
93,612.287,0.87472,0.52459,1.5121,0.99742,0.93478,0.99024,0.7695,0.93394,0.5025,1.83654,0.003928,0.003928,0.003928
94,618.837,0.90024,0.54135,1.55647,0.91251,0.95652,0.97642,0.71133,0.98383,0.62023,1.93708,0.003862,0.003862,0.003862
95,625.458,0.95064,0.5751,1.56506,0.95738,0.97671,0.9925,0.75549,0.90244,0.53039,1.7748,0.003796,0.003796,0.003796
96,631.971,0.90105,0.53281,1.50483,0.996,0.93478,0.99057,0.73703,0.9397,0.58426,1.77101,0.00373,0.00373,0.00373
97,638.563,0.89852,0.5532,1.5228,0.97736,0.95652,0.9887,0.76528,0.87997,0.50793,1.78041,0.003664,0.003664,0.003664
98,645.285,0.90766,0.5486,1.54515,0.99755,0.95652,0.99192,0.7538,0.88795,0.49443,1.8052,0.003598,0.003598,0.003598
99,651.853,0.88847,0.54114,1.5517,0.99733,0.97826,0.99204,0.72924,1.01301,0.48843,1.91763,0.003532,0.003532,0.003532
100,658.442,0.87952,0.54063,1.49676,0.99948,0.93478,0.98886,0.69765,1.06542,0.58696,1.99513,0.003466,0.003466,0.003466
101,665.013,0.88806,0.55316,1.50734,0.99406,0.93478,0.98945,0.7443,0.98093,0.53182,1.98817,0.0034,0.0034,0.0034
102,671.702,0.84309,0.5158,1.50224,0.99677,0.95652,0.99069,0.73273,0.91633,0.51127,1.97008,0.003334,0.003334,0.003334
103,678.626,0.85206,0.53283,1.51629,1,0.9268,0.9898,0.71845,0.98962,0.53313,1.89753,0.003268,0.003268,0.003268
104,685.612,0.86307,0.5283,1.50367,0.95441,0.95652,0.9899,0.74311,0.91785,0.52755,1.97267,0.003202,0.003202,0.003202
105,692.404,0.8769,0.51776,1.52013,0.95439,0.95652,0.98874,0.75117,0.895,0.51254,1.87826,0.003136,0.003136,0.003136
106,699.143,0.84446,0.50931,1.47151,0.95367,0.95652,0.98769,0.7357,0.93228,0.55508,1.89507,0.00307,0.00307,0.00307
107,705.839,0.87238,0.53371,1.5523,0.99371,0.8913,0.98621,0.75156,0.95732,0.54491,1.9046,0.003004,0.003004,0.003004
108,712.543,0.87197,0.52164,1.50467,0.9574,0.97723,0.98927,0.73694,0.95004,0.50607,1.80499,0.002938,0.002938,0.002938
109,719.118,0.84511,0.52228,1.51356,0.97763,0.95033,0.99134,0.76252,0.95401,0.52148,1.82795,0.002872,0.002872,0.002872
110,725.723,0.83284,0.51063,1.49239,0.994,0.95652,0.99036,0.73417,0.95308,0.4763,1.83177,0.002806,0.002806,0.002806
111,732.315,0.86716,0.52011,1.48687,0.99879,0.93478,0.98914,0.73309,0.92896,0.51909,1.87266,0.00274,0.00274,0.00274
112,738.953,0.82257,0.51,1.44998,0.95711,0.97032,0.9902,0.73452,0.906,0.54315,1.85365,0.002674,0.002674,0.002674
113,745.584,0.79199,0.49097,1.48157,0.99646,0.95652,0.9916,0.74522,0.96414,0.49403,1.85962,0.002608,0.002608,0.002608
114,752.208,0.81737,0.49282,1.47333,1,0.93315,0.9871,0.74259,0.91299,0.50244,1.95288,0.002542,0.002542,0.002542
115,759.009,0.82875,0.50386,1.5084,0.95987,0.93478,0.98126,0.73159,0.91879,0.53838,1.90469,0.002476,0.002476,0.002476
116,765.736,0.8344,0.51632,1.45669,0.97732,0.93661,0.99047,0.75961,0.89381,0.49853,1.89089,0.00241,0.00241,0.00241
117,772.279,0.833,0.50591,1.43578,0.93721,0.97354,0.98454,0.75571,0.91289,0.50563,1.92929,0.002344,0.002344,0.002344
118,778.767,0.82068,0.50297,1.42882,0.95425,0.97826,0.98919,0.75423,0.87888,0.48473,1.937,0.002278,0.002278,0.002278
119,785.437,0.81466,0.49913,1.45972,0.98994,0.95652,0.99069,0.76073,0.90652,0.50063,1.85047,0.002212,0.002212,0.002212
120,791.982,0.81479,0.4971,1.47442,0.99715,0.93478,0.98863,0.74952,0.91258,0.50915,1.81472,0.002146,0.002146,0.002146
121,798.455,0.80716,0.49105,1.48802,0.99847,0.95652,0.99144,0.75744,0.91277,0.47996,1.84846,0.00208,0.00208,0.00208
122,804.89,0.79106,0.48508,1.45576,0.97819,0.97512,0.99253,0.77289,0.88939,0.48139,1.8749,0.002014,0.002014,0.002014
123,811.425,0.82189,0.48816,1.47538,0.97398,0.95652,0.98912,0.76502,0.87992,0.48968,1.7384,0.001948,0.001948,0.001948
124,817.9,0.8028,0.4819,1.41385,0.99863,0.95652,0.99151,0.75336,0.87944,0.49484,1.81387,0.001882,0.001882,0.001882
125,824.349,0.79991,0.4783,1.4282,0.99915,0.95652,0.99048,0.75412,0.90965,0.47879,1.85121,0.001816,0.001816,0.001816
126,830.88,0.77013,0.47546,1.4076,0.95715,0.97128,0.9903,0.74483,0.92309,0.48627,1.86803,0.00175,0.00175,0.00175
127,837.381,0.7723,0.49319,1.4176,1,0.9337,0.99062,0.75492,0.87602,0.47979,1.80394,0.001684,0.001684,0.001684
128,843.827,0.77402,0.4835,1.41873,0.95733,0.97556,0.99003,0.75604,0.86926,0.48621,1.83998,0.001618,0.001618,0.001618
129,850.28,0.76244,0.46949,1.38557,1,0.95109,0.99029,0.75869,0.86396,0.46503,1.88198,0.001552,0.001552,0.001552
130,856.708,0.74464,0.45726,1.38954,0.97812,0.97208,0.98674,0.74958,0.94392,0.46959,1.92468,0.001486,0.001486,0.001486
131,863.192,0.77794,0.47218,1.36505,0.97798,0.96552,0.9916,0.74292,0.93361,0.48362,1.97517,0.00142,0.00142,0.00142
132,869.701,0.76775,0.47816,1.42289,1,0.9537,0.99088,0.75607,0.8856,0.45253,1.896,0.001354,0.001354,0.001354
133,876.191,0.74931,0.47295,1.40466,0.99476,0.97826,0.99086,0.7424,0.92214,0.46933,1.89048,0.001288,0.001288,0.001288
134,882.805,0.72874,0.45161,1.38131,0.9573,0.97475,0.99043,0.73028,0.96793,0.49172,1.94542,0.001222,0.001222,0.001222
135,889.224,0.75573,0.45734,1.43279,0.97794,0.96375,0.99149,0.74021,0.93344,0.48771,1.89583,0.001156,0.001156,0.001156
136,895.673,0.74874,0.45468,1.40585,1,0.93055,0.98945,0.74665,0.9125,0.48454,1.92776,0.00109,0.00109,0.00109
137,902.169,0.71443,0.44739,1.40596,0.99606,0.93478,0.98954,0.73736,0.92769,0.4819,1.92751,0.001024,0.001024,0.001024
138,908.617,0.72321,0.43761,1.34574,0.97787,0.9607,0.99192,0.74047,0.95899,0.47856,1.92163,0.000958,0.000958,0.000958
139,915.13,0.76979,0.4645,1.45912,0.97285,0.97826,0.99149,0.76548,0.91205,0.47317,1.87691,0.000892,0.000892,0.000892
140,921.581,0.71405,0.43977,1.38285,0.95617,0.97826,0.99088,0.74719,0.94411,0.48251,1.91589,0.000826,0.000826,0.000826
141,970.588,0.59073,0.36296,1.26389,0.97808,0.97023,0.99182,0.73822,0.97186,0.47555,1.91058,0.00076,0.00076,0.00076
142,976.898,0.57553,0.36054,1.25265,0.99708,0.93478,0.99092,0.74899,0.985,0.46996,1.89396,0.000694,0.000694,0.000694
143,983.148,0.56085,0.34414,1.26209,1,0.95329,0.99226,0.73913,0.99205,0.47548,1.91156,0.000628,0.000628,0.000628
144,989.406,0.54864,0.33868,1.2884,1,0.95463,0.99192,0.75636,0.94026,0.47103,1.85985,0.000562,0.000562,0.000562
145,995.828,0.56542,0.35537,1.22131,0.97826,0.97809,0.99117,0.76358,0.90323,0.46783,1.8656,0.000496,0.000496,0.000496
146,1002.29,0.53959,0.33655,1.23722,0.97791,0.97826,0.99117,0.77347,0.90609,0.44849,1.92167,0.00043,0.00043,0.00043
147,1008.68,0.53172,0.3343,1.23605,0.9746,0.97826,0.99149,0.77023,0.90083,0.44132,1.91683,0.000364,0.000364,0.000364
148,1014.98,0.53492,0.32776,1.22683,0.97625,0.97826,0.99192,0.74255,0.9174,0.45277,1.90352,0.000298,0.000298,0.000298
149,1021.25,0.52995,0.33053,1.29138,0.97577,0.97826,0.99149,0.7572,0.89974,0.44184,1.90331,0.000232,0.000232,0.000232
150,1027.55,0.52645,0.32911,1.20289,0.97626,0.97826,0.99149,0.75839,0.89799,0.43906,1.91035,0.000166,0.000166,0.000166
