epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,135.435,1.09922,0.63234,1.64803,0.99616,1,0.995,0.69053,1.09691,0.53476,1.74087,0.00703,0.00703,0.00703
32,139.797,1.10834,0.61853,1.62099,0.99877,1,0.995,0.68907,1.05914,0.55055,1.6163,0.006931,0.006931,0.006931
33,144.091,1.11955,0.63722,1.67953,0.99848,1,0.995,0.69552,1.0327,0.55631,1.648,0.006832,0.006832,0.006832
34,148.397,1.07212,0.61533,1.56687,1,0.99957,0.995,0.67954,1.02196,0.50873,1.73081,0.006733,0.006733,0.006733
35,152.778,1.0703,0.59549,1.6095,0.99871,1,0.995,0.70179,1.01149,0.50259,1.67578,0.006634,0.006634,0.006634
36,157.13,1.07628,0.63805,1.60915,0.99797,1,0.995,0.69848,1.08062,0.55396,1.69943,0.006535,0.006535,0.006535
37,161.455,1.07112,0.62499,1.62195,0.99768,1,0.995,0.70826,1.01381,0.5255,1.64928,0.006436,0.006436,0.006436
38,165.728,1.07017,0.62884,1.62877,0.99869,1,0.995,0.71948,1.00056,0.48983,1.50856,0.006337,0.006337,0.006337
39,170.124,1.06479,0.63183,1.6287,0.99847,1,0.995,0.7123,1.01531,0.54369,1.58931,0.006238,0.006238,0.006238
40,174.486,1.07271,0.62192,1.61791,0.99494,1,0.995,0.71716,1.03634,0.50951,1.61009,0.006139,0.006139,0.006139
41,178.78,1.07215,0.60356,1.67752,0.99853,1,0.995,0.73573,0.94933,0.49425,1.5644,0.00604,0.00604,0.00604
42,183.075,1.05576,0.61987,1.59208,0.99534,1,0.995,0.70005,0.95612,0.49869,1.59729,0.005941,0.005941,0.005941
43,187.359,1.05545,0.59357,1.55478,0.99857,1,0.995,0.7306,1.01328,0.54044,1.58472,0.005842,0.005842,0.005842
44,191.688,1.04435,0.60703,1.55141,0.99866,1,0.995,0.74915,0.91235,0.47,1.51978,0.005743,0.005743,0.005743
45,195.945,1.02916,0.59083,1.56716,0.99867,1,0.995,0.72552,1.01714,0.48372,1.55269,0.005644,0.005644,0.005644
46,200.203,1.03819,0.58957,1.60685,0.99655,1,0.995,0.7177,0.99296,0.48558,1.53559,0.005545,0.005545,0.005545
47,204.513,0.98093,0.56492,1.53162,0.99535,1,0.995,0.73448,0.94616,0.47586,1.58542,0.005446,0.005446,0.005446
48,208.903,1.02559,0.59393,1.53617,0.99867,1,0.995,0.74009,0.92614,0.45526,1.54387,0.005347,0.005347,0.005347
49,213.311,1.00457,0.56791,1.51929,0.99861,1,0.995,0.74048,0.95185,0.4637,1.54707,0.005248,0.005248,0.005248
50,217.617,0.99584,0.57579,1.5565,0.99847,1,0.995,0.7204,0.9338,0.46605,1.60052,0.005149,0.005149,0.005149
51,221.986,0.97334,0.54872,1.53316,0.9984,1,0.995,0.72054,1.04876,0.49477,1.71779,0.00505,0.00505,0.00505
52,226.351,1.06551,0.59052,1.62997,0.99305,1,0.995,0.68845,1.02353,0.52328,1.71884,0.004951,0.004951,0.004951
53,230.662,0.97634,0.56425,1.5444,0.99855,1,0.995,0.71736,1.02207,0.48095,1.65536,0.004852,0.004852,0.004852
54,234.991,1.00636,0.57995,1.5652,0.99786,1,0.995,0.74542,1.03634,0.50034,1.606,0.004753,0.004753,0.004753
55,239.405,1.01625,0.57994,1.51665,0.99788,1,0.995,0.7334,0.97136,0.4679,1.58118,0.004654,0.004654,0.004654
56,243.765,0.98831,0.55395,1.52291,0.99837,1,0.995,0.73999,0.9728,0.47921,1.5908,0.004555,0.004555,0.004555
57,248.105,0.93951,0.53178,1.51322,0.99844,1,0.995,0.69084,0.99425,0.4809,1.58454,0.004456,0.004456,0.004456
58,252.507,0.918,0.51843,1.45725,0.9986,1,0.995,0.73095,0.98065,0.45739,1.56975,0.004357,0.004357,0.004357
59,256.87,0.9776,0.5514,1.50998,0.99856,1,0.995,0.71527,1.01016,0.45616,1.6185,0.004258,0.004258,0.004258
60,261.374,0.95932,0.53494,1.51337,0.99867,1,0.995,0.69514,1.02266,0.48016,1.64299,0.004159,0.004159,0.004159
61,265.733,0.96685,0.56112,1.555,0.99867,1,0.995,0.7351,0.97189,0.46103,1.56527,0.00406,0.00406,0.00406
62,270.151,0.95234,0.52848,1.5225,0.99867,1,0.995,0.71812,0.97975,0.46164,1.62662,0.003961,0.003961,0.003961
63,274.583,0.92489,0.53602,1.48156,0.99869,1,0.995,0.71052,0.97485,0.47692,1.6173,0.003862,0.003862,0.003862
64,278.975,0.95833,0.54544,1.49259,0.99873,1,0.995,0.71361,0.93397,0.46067,1.57521,0.003763,0.003763,0.003763
65,283.328,0.92843,0.52315,1.50825,0.9987,1,0.995,0.73763,1.01401,0.44706,1.67146,0.003664,0.003664,0.003664
66,287.765,0.93554,0.51566,1.51839,0.99877,1,0.995,0.75366,1.01233,0.45897,1.62277,0.003565,0.003565,0.003565
67,292.188,0.91506,0.51612,1.54504,0.99874,1,0.995,0.77158,0.91889,0.44017,1.50746,0.003466,0.003466,0.003466
68,296.88,0.93809,0.52357,1.47274,0.99864,1,0.995,0.75302,0.9192,0.41957,1.47634,0.003367,0.003367,0.003367
69,301.572,0.89143,0.49858,1.50446,0.99866,1,0.995,0.75039,0.92219,0.45317,1.51985,0.003268,0.003268,0.003268
70,306.057,0.89557,0.50709,1.42856,0.99872,1,0.995,0.74889,0.93635,0.42804,1.56299,0.003169,0.003169,0.003169
71,310.405,0.9402,0.53604,1.52298,0.9987,1,0.995,0.74228,0.95288,0.43739,1.65687,0.00307,0.00307,0.00307
72,314.935,0.92151,0.52679,1.52183,0.99875,1,0.995,0.73041,0.95046,0.44814,1.61433,0.002971,0.002971,0.002971
73,319.369,0.89513,0.51366,1.48609,0.99875,1,0.995,0.76162,0.90856,0.43693,1.57955,0.002872,0.002872,0.002872
74,323.939,0.93151,0.51916,1.50577,0.99879,1,0.995,0.74007,0.9749,0.46017,1.58538,0.002773,0.002773,0.002773
75,328.389,0.88998,0.50962,1.50702,0.9976,1,0.995,0.7179,1.00858,0.466,1.64352,0.002674,0.002674,0.002674
76,333.166,0.92672,0.53235,1.5067,0.99868,1,0.995,0.72137,0.91785,0.43843,1.56443,0.002575,0.002575,0.002575
77,337.792,0.90394,0.50933,1.49123,0.9986,1,0.995,0.70996,0.99259,0.43735,1.58027,0.002476,0.002476,0.002476
78,342.215,0.88297,0.50168,1.46522,0.99866,1,0.995,0.71175,0.97866,0.45721,1.53349,0.002377,0.002377,0.002377
79,346.639,0.86955,0.50301,1.44935,0.99877,1,0.995,0.73073,0.929,0.41717,1.57651,0.002278,0.002278,0.002278
80,351.167,0.84919,0.48843,1.4301,0.9987,1,0.995,0.73631,0.96666,0.43541,1.56168,0.002179,0.002179,0.002179
81,355.577,0.87126,0.48887,1.46456,0.9987,1,0.995,0.72629,0.99528,0.42577,1.58827,0.00208,0.00208,0.00208
82,360.02,0.83121,0.48989,1.36412,0.99865,1,0.995,0.71566,0.99158,0.43977,1.60538,0.001981,0.001981,0.001981
83,364.426,0.8778,0.49682,1.44713,0.99877,1,0.995,0.7256,0.93324,0.44984,1.58487,0.001882,0.001882,0.001882
84,368.838,0.86318,0.49201,1.39337,0.99873,1,0.995,0.70858,0.95772,0.44329,1.55954,0.001783,0.001783,0.001783
85,373.237,0.83769,0.48966,1.42589,0.9988,1,0.995,0.72658,0.94843,0.43098,1.53233,0.001684,0.001684,0.001684
86,377.7,0.85559,0.48798,1.44587,0.99879,1,0.995,0.73069,1.02809,0.44819,1.54309,0.001585,0.001585,0.001585
87,382.18,0.87465,0.4996,1.41431,0.99873,1,0.995,0.7262,0.97035,0.44036,1.54342,0.001486,0.001486,0.001486
88,386.64,0.84595,0.47802,1.4857,0.99868,1,0.995,0.73213,0.92785,0.42589,1.58512,0.001387,0.001387,0.001387
89,391.212,0.84495,0.49286,1.46527,0.99875,1,0.995,0.73743,0.91855,0.41659,1.59031,0.001288,0.001288,0.001288
90,395.695,0.83711,0.47389,1.40869,0.99869,1,0.995,0.73643,0.95082,0.43192,1.5716,0.001189,0.001189,0.001189
91,441.948,0.69275,0.38652,1.34684,0.99833,1,0.995,0.71572,1.02829,0.44523,1.59709,0.00109,0.00109,0.00109
92,446.271,0.67678,0.38801,1.34244,0.99819,1,0.995,0.70934,1.03196,0.43687,1.65238,0.000991,0.000991,0.000991
93,450.603,0.66643,0.37578,1.26876,0.99864,1,0.995,0.71297,0.97998,0.43262,1.59573,0.000892,0.000892,0.000892
94,454.823,0.67807,0.38839,1.30228,0.99872,1,0.995,0.7192,0.92656,0.4263,1.54356,0.000793,0.000793,0.000793
95,459.059,0.6662,0.37126,1.23489,0.99842,1,0.995,0.71963,0.93294,0.42676,1.51024,0.000694,0.000694,0.000694
96,463.333,0.65939,0.37626,1.31156,0.99877,1,0.995,0.7172,0.91459,0.41635,1.50664,0.000595,0.000595,0.000595
97,467.895,0.65928,0.36898,1.29809,0.99866,1,0.995,0.72234,0.94034,0.42955,1.50994,0.000496,0.000496,0.000496
98,472.243,0.64529,0.37215,1.24707,0.99876,1,0.995,0.70645,0.95164,0.43731,1.5268,0.000397,0.000397,0.000397
99,476.544,0.63951,0.3658,1.30056,0.99874,1,0.995,0.7115,0.94955,0.42104,1.52648,0.000298,0.000298,0.000298
100,481.005,0.63545,0.36149,1.26991,0.99873,1,0.995,0.71003,0.9472,0.42169,1.53809,0.000199,0.000199,0.000199
